,N_index,ASC,AVH,AZUL,BSTI,BCO,BRS,CNI,CP,CGI,CEA,ZNH,VLRS,CPA,CMRE,DAC,DAL,DHT,DSX,LPG,ERA,EURN,FDX,GNK,GNRT,GWR,GSL,GOL,PAC,ASR,GSH,KSU,KNX,LTM,NNA,NM,NMM,NAO,NSC,RRTS,SB,SNDR,SALT,STNG,CKH,SMHI,SSW,SFL,LUV,TK,TNP,UNP,UAL,UPS,USDP,ZTO
20-Oct-17,0,0.009046560702120685,-0.03149866705937105,0.023278346518287335,-0.020327699505670517,0.019147669414134073,-0.04054609439435002,-0.007692815274629626,0.003440402705406329,0.0,0.02262450142987349,0.007184971274469458,-0.017126964792800597,-0.0027763473193961256,-0.012903404835907954,0.0,0.0,-0.024332100659530783,0.022361180158157325,0.0012944985626457955,0.021209702806858223,-0.008249899472141949,0.004899350616125385,0.009250759772150997,0.008130126083250309,0.01577450725383245,0.019169916107720123,0.013548048037306455,0.007874056430905866,-0.015876849490572043,0.0,0.013494964811589134,0.023359092986949277,0.017531493574422987,0.0,0.022858138076050184,0.01438873745209967,-0.02963179760637123,0.019088757867817985,0.03427643452918126,0.015314234973042356,0.03360664155410524,0.05644131090495163,0.03857227478623965,0.0042663138697493575,0.04313949266061774,-0.016194685919980606,0.003372684478639156,0.012542537306460148,-0.001144819815933196,-0.008316056241657505,0.008711166197506748,0.002005348265611867,0.0028430489925266775,0.013605652055778678,0.01745922137176855
19-Oct-17,1,0.0021834069809435813,0.011696039763191236,-0.015210829348479882,-0.030161700416721362,0.0005859947428161912,-0.008791265411170658,0.013717300207576005,-0.0005648122149586948,0.0,-0.010780699342112067,-0.007471299121808529,-0.016838564362829593,-0.00946080850422896,0.004819286435948922,-0.03390155167568134,-0.002633659673462051,0.0024067400305648376,-0.014962872676712377,-0.010309369658861213,-0.056264838586137705,0.00824989947214184,0.007484293344228357,-0.012009382211230792,-0.032131278182793065,0.008684744319124051,0.012987195526811112,-0.008911580300563163,-0.0019743343037176295,0.011939290677707829,0.0,0.00939064938496633,0.002035106273493873,0.002213206362648883,0.015873349156290163,-0.022858138076050208,-0.004819286435948995,-0.014493007302566639,-0.002147569470889678,0.029682544430476545,0.03774032798284711,0.007263954458225057,-0.0064308903302904025,-0.008391657636248401,-0.0038180843687442407,-0.03421086191631638,-0.010652564116207361,-0.006734032181344068,-0.003405417900240828,-0.00911168035125589,0.004149383546811618,0.014659195012293067,-0.12868947868257632,0.010691687485929404,-0.004555816535860802,-0.005204956448301591
18-Oct-17,2,-0.04627159928781986,0.04136680521202037,0.005908436686166268,0.002549937633272705,-0.008172841755874358,-0.018428705822917054,0.012533513949500759,0.05776310720907312,0.0,0.009978131080734538,-0.0022876761478336414,-0.009233675946945552,0.00661315589171723,-0.004819286435948995,0.0,0.0,0.017011345826536756,0.009950330853168092,0.0025673955052457334,-0.014084739881739085,-0.005899722127188383,0.009945832437734885,0.012939182371197391,-0.005911347263057237,0.0011261262451351167,0.026491615446976285,0.046701093045980836,-0.00785858661252127,-0.03747994628641409,0.0,0.01311943626363573,0.020842128429284557,-0.005891033237237419,0.0,-0.011236073266925842,-0.009569451016150672,0.0,0.00800004266707637,0.016355504772080743,-0.003200002730670791,0.006501445086690239,0.03922071315328133,-0.02747425555224835,0.0074249412997372255,0.0014958865915829297,0.006644542718668511,-0.003350086885281863,0.0017012593419364545,-0.009029406719394265,0.0,-0.0017198465429551682,0.007084900484588918,0.003985927339734646,-0.004535155165391374,0.029636676785693154
17-Oct-17,3,0.008733679968754631,-0.006788892333686203,-0.002219756738312888,-0.002549937633272648,0.01582218767436345,-0.02858850069379347,-0.0018713747585994967,-0.007746895307503103,0.0,-0.02103669559379396,-0.02538207327141716,-0.01731250529274885,-0.021102776067736168,0.016155440222285208,0.033901551675681416,0.0,0.0,-0.007472014838701066,-0.01909669745645636,-0.040142442998091624,-0.011696039763191187,-0.005663170645733993,0.006532921041623095,0.027890253981832404,-0.005477926473053767,0.06230388333615484,-0.011006054307897575,0.0,0.0414175050992782,0.0,-0.004228751937687623,-0.0098319032624906,-0.018909654357292242,-0.01587334915629012,-0.059638266319731105,-0.00947874395454377,-0.014285957247476541,-0.0024683752119462323,-0.06718519228994599,-0.034540325252176325,0.031472576898295544,-0.026317308317373417,0.013642776403786479,-0.018792499349367286,-0.007457156108082163,-0.013245226750020567,0.0,-0.0025508048861927614,0.009029406719394157,0.03382986451840467,-0.0136533154786937,0.008329662916597654,-0.005592760955365928,-0.03118292743668794,-0.02181904739463961
16-Oct-17,4,-0.026317308317373417,-0.020094447059754383,-0.02409755157906053,0.032789822822990755,-0.01988369601354315,0.007333715425470193,-0.006955685726052591,-0.0005341087928521468,0.0,0.0023594191047697356,0.0005571030784755648,-0.023215328319369385,-0.001777228764352703,0.009820046180975294,-0.03390155167568134,-0.009945122533398063,0.00738010729762268,0.0074720148387010564,0.026838671610071908,-0.012398823596854772,0.04154900291287248,-0.003922722977712596,0.005633817718256064,0.022472855852058576,-0.0067011279659820915,0.007168489478612497,-0.049540445560136155,0.0019588644853329716,-0.01593154062241866,0.0,-0.0220322397676783,-0.014568947783787945,0.0014419613169014058,0.015873349156290163,0.06524052186840094,0.0,-0.02105340919783238,-0.01415208167232877,-0.0043956114730379975,0.02817087696669644,-0.022052068974400218,0.060218859993054874,0.008275909303859881,-0.0006646726731909514,-0.03933500539867677,0.05129329438755048,0.01346821705086661,-0.004067802219325475,-0.017978012295408317,0.02173998663640604,-0.0016936314606777697,-0.009218025426901604,-0.00016899028346087423,0.0,-0.02199312449241436
13-Oct-17,5,-0.010538938272407605,-0.010554187678690256,-0.007189103572469338,0.028471674081311994,-0.0005788712173224567,0.011634187281340604,-0.001113379220598602,-0.002370371480229066,0.0,0.01747463052326392,0.0265402364796965,-0.011408636246678674,0.005496433423420102,-0.03236528450203166,0.06899287148695142,-0.023675835685284575,0.007434978487518212,0.0,-0.0025873235649510238,-0.015052024537581957,0.012195273093818206,-0.012699151165988382,0.0018850146957714257,0.033616610798985064,-0.010519128137725488,0.021819047394639673,-0.0161193818798833,-0.007812539736793625,0.005593959964086677,0.0,-0.01230755410596621,-0.03097924478690731,0.005063301956546855,0.0,0.034289073478632165,0.02871010588243136,0.0,-0.015376801052712677,-0.005467482182133501,0.04879016416943205,-0.02117342942995835,0.0422598092898826,0.011142176553241803,0.00155159069141885,0.023853678879400333,-0.011019395249610538,0.010221554071538009,0.005257368168081574,0.006703935722190355,0.02222313678471004,-0.012479694647333483,0.01385909970549577,-0.01017114639947969,0.031182927436687845,0.004488625683139659
12-Oct-17,6,0.006105853433559774,-0.007843177461025893,-0.025810165266576687,0.007246408520767253,0.019399930611596946,0.006403437035207007,0.0004946821767955789,0.020329549167043527,0.0,-0.009569451016150672,-0.007979523673326792,-0.009552829918991706,-0.012497269802373806,0.01929320293467885,-0.03509131981127017,0.0,0.0024906613124518304,-0.007472014838701066,0.04898398140039061,-0.04652001563489282,0.0,0.011889470945423593,-0.013121087962697212,-0.002134472528632792,0.007185328689408686,0.02985296314968113,-0.0065386420127006625,0.007812539736793625,0.022806639859403132,0.0,0.00895329344991194,0.020880698981593625,-0.015113637810048184,-0.007968169649176845,0.011696039763191236,0.004866189651172906,-0.027398974188114503,0.027220301476571694,-0.0010899183640255736,0.0,0.014610649517434854,-0.004307257197580332,-0.002797204621061254,-0.020854668657574616,-0.03944577363923663,0.0013708021337786216,0.008253141756720482,0.004772465168735132,0.005621150270429911,0.004504512121104729,0.008302467758227447,-0.021965857935900345,0.011185516731597034,0.027524673390090154,0.047377281011011116
11-Oct-17,7,-0.0006802721350776282,0.0,0.005600294650931754,0.0,0.008175885343788488,-0.016985546365743884,0.0011139304326542726,0.0032065853170580873,0.0,0.0055710450494554295,0.009411163144764792,0.007809150314164727,0.001918429011812609,0.0,0.0,0.0,-0.004975134640113955,0.0074720148387010564,0.005442190302685036,0.0035714323675971795,0.012345835822299362,0.007310831786221785,-0.00557104504945536,0.0,0.0018044282777833652,0.0076045993852192125,0.007769411398833329,0.008862687257845324,0.011373725664321595,0.0,-0.0025799068344386855,-0.0005022601813268789,-0.002140564499110877,0.007968169649176881,0.0,-0.004866189651173011,0.0204785313435407,0.0007689350628770347,0.0032733253449691085,0.010050335853501286,0.002455997959870304,0.011527505171067414,0.0,-0.0019533375717081356,0.0035223706725056947,0.008264509849893431,0.002073972399129172,0.008924033825156536,0.0011280317044984152,0.0,0.001064868323182697,0.005889298529552945,0.0010154003241695999,-0.004640379556502225,0.034273402567760014
10-Oct-17,8,-0.007115056273749013,0.0013029317804160619,0.012361096823573926,0.023920183717651835,0.0011904763310748023,-0.00420168685369997,0.0035977955811239176,-0.0015743266951311733,0.0,0.008817692402644265,-0.009694971859597406,0.004364913084701187,0.03207829579973681,0.009788006366162944,-0.03390155167568134,0.0236758356852846,0.009975145056819524,-0.01734863833461309,0.02486315919264383,-0.012444605048083864,0.006230549750636163,0.0006343165452139643,0.03774032798284711,0.028109958931893424,-0.004435826513834235,-0.1420825136137728,0.014888612493750559,0.0009896091851662818,-0.032914647059614124,0.0,0.006030169026591231,0.003773114776880707,0.022343271816630282,0.008032171697264253,0.011834457647002798,0.004866189651172906,0.013889112160667093,-0.006058533045478471,-0.004362057080165634,0.030771658666753687,-0.003681738664920226,-0.014388737452099556,0.01123607326692597,-0.01164057119242566,-0.000705467401392371,0.02947581813295368,-0.020548668227387677,0.006051717267716785,0.018223738956451654,-0.008988824568433218,-0.011037152350231694,0.045620355758079524,0.008245891921917138,0.01398624197473987,0.05445471304092425
9-Oct-17,9,-0.01690558297116635,-0.009085072222470982,-0.0031931905791549088,-0.008344971932180647,-0.0005954153197637867,0.0105375053027857,0.0001242930832499133,0.0029690693486896774,0.0,-0.019534206948305804,-0.004812465055833494,-0.03185805366489991,-0.006482748610772991,0.01486402263214934,-0.032789822822990956,-0.03480392219469212,0.012610507591929733,-0.014634407518437696,-0.023497971267303873,0.024140644811274967,-0.0062305497506361975,-0.0007249003579486336,-0.028437935320533514,-0.015234244571848085,-0.004829260851572974,-0.05162436540530718,-0.013656326447485528,0.006954821873369651,-0.005601025021001142,0.0,0.004040409537004906,-0.0035220162193781695,-0.01447203260853432,0.0,-0.03509131981127017,-0.014528100562909969,-0.006968669316093316,0.002526317133110914,-0.01726040693299993,-0.03413300636945858,-0.011368372537191888,-0.03509131981127006,-0.027856954502966224,0.01576876825558166,-0.021626235228609587,0.018692133012152546,0.02054866822738776,-0.013436894672242667,-0.011428695823622968,-0.019934214900817253,-0.0006144932818565032,-0.008464844695947915,-0.004683849312426314,0.014184634991956381,-0.0022066945328245696
