,N_index,ASC,AVH,AZUL,BSTI,BCO,BRS,CNI,CP,CGI,CEA,ZNH,VLRS,CPA,CMRE,DAC,DAL,DHT,DSX,LPG,ERA,EURN,FDX,GNK,GNRT,GWR,GSL,GOL,PAC,ASR,GSH,KSU,KNX,LTM,NNA,NM,NMM,NAO,NSC,RRTS,SB,SNDR,SALT,STNG,CKH,SMHI,SSW,SFL,LUV,TK,TNP,UNP,UAL,UPS,USDP,ZTO
9-Feb-17,176.0,5146.85,7.66,,,50.6,17.31,69.7,146.95,1215.0,26.63,29.53,14.6,96.19,5.25,2.7,370.0,4.9,3.82,9.79,14.62,7.85,188.57,701.0,4.9,73.25,1.33,10.59,234.0,154.69,10.75,85.96,,9.6,1.83,1.9,1.62,2.45,120.65,6.87,1.44,,7.2,3.56,72.8,,7.12,14.6,54.52,9.94,4.63,107.42,72.98,106.46,14.75,12.26
8-Feb-17,177.0,5198.0,7.61,,,49.95,17.65,69.32,145.86,1210.0,26.66,28.95,14.57,94.25,5.25,2.35,362.0,4.9,3.94,10.09,13.93,7.8,187.96,704.0,4.95,73.12,1.32,10.1,233.77,152.93,10.75,85.06,,9.38,1.73,1.84,1.59,2.45,120.94,6.65,1.49,,6.8,3.55,72.39,,6.85,14.3,52.92,9.85,4.67,107.34,71.7,106.16,14.6,12.58
7-Feb-17,178.0,5235.42,7.71,,,43.6,18.51,69.1,146.9,1170.0,25.35,27.91,14.41,94.9,5.39,2.45,362.0,4.92,4.04,10.33,14.27,7.75,188.02,699.0,4.96,73.75,1.37,9.83,234.0,148.12,10.75,85.0,,9.28,1.78,1.99,1.65,2.5,120.88,6.88,1.43,,7.15,3.71,72.88,,7.28,14.3,53.04,9.91,4.68,107.65,71.29,105.69,14.1,12.64
6-Feb-17,179.0,5232.52,7.67,,,44.15,19.28,68.61,147.91,1179.0,25.36,28.2,14.44,95.19,5.38,2.52,367.0,4.83,4.11,10.69,15.22,7.7,188.2,681.5,5.01,74.51,1.45,9.81,232.61,147.84,10.5,85.22,,9.3,1.82,1.97,1.65,2.5,119.87,7.17,1.47,,7.75,3.8,74.6,,7.31,14.5,53.07,10.04,4.66,107.69,73.5,106.06,14.65,12.39
3-Feb-17,180.0,5358.88,7.26,,,44.1,20.54,69.32,150.17,1191.5,25.36,28.27,14.51,96.17,5.36,2.5,369.25,4.91,4.27,10.8,15.55,7.8,188.21,688.0,5.02,75.62,1.48,9.99,229.5,149.56,10.5,85.61,,9.47,1.81,1.94,1.66,2.55,120.46,6.96,1.5,,7.3,3.88,75.37,,7.52,14.5,52.88,10.16,4.69,108.51,73.06,106.95,15.2,12.24
2-Feb-17,181.0,5284.12,7.6,,,42.85,17.06,68.92,149.18,1175.0,25.08,28.31,14.2,96.53,5.49,2.55,370.5,4.78,4.08,10.97,15.24,7.7,184.61,682.0,5.06,74.68,1.45,10.2,227.75,147.95,10.5,84.94,,9.49,1.83,1.89,1.65,2.55,119.47,7.36,1.46,,7.2,3.72,73.24,,7.36,14.25,52.86,9.91,4.7,107.3,72.14,105.1,15.85,12.53
1-Feb-17,182.0,5241.11,7.74,,,43.2,17.31,69.07,150.94,1212.5,25.22,28.83,13.69,96.0,5.5,2.55,365.84,4.87,4.24,11.97,15.73,7.7,186.27,680.5,5.09,75.45,1.58,9.83,229.5,146.23,10.5,86.05,,9.19,1.84,1.92,1.68,2.65,119.93,7.54,1.5,,7.2,3.75,73.79,,8.22,14.7,52.73,10.18,4.74,107.7,71.48,105.35,16.0,12.77
31-Jan-17,183.0,5273.02,8.5,,,44.5,17.66,69.52,151.14,1195.0,25.15,28.96,13.57,97.49,5.31,2.55,365.0,4.69,4.14,11.31,15.66,7.85,189.11,681.0,5.05,75.36,1.59,9.92,229.1,144.87,10.5,85.91,,9.17,1.86,1.96,1.69,2.75,117.46,7.92,1.5,,7.15,3.83,73.57,,9.6,15.0,52.31,10.05,4.73,106.58,70.47,109.13,15.4,12.47
30-Jan-17,184.0,5198.52,8.62,,,43.85,17.75,69.77,151.85,1195.0,25.14,28.81,13.38,96.8,5.32,2.55,372.0,4.61,4.1,12.38,15.84,7.65,193.25,683.0,4.89,75.64,1.6,9.98,229.25,145.46,10.5,86.36,,9.15,1.82,1.95,1.64,2.7,119.63,11.54,1.49,,6.95,3.73,72.34,,9.75,15.6,52.35,10.03,4.69,108.0,71.72,117.03,15.65,12.34
27-Jan-17,185.0,5310.0,8.74,,,43.85,18.4,70.3,154.59,1212.0,25.2,28.86,13.48,98.28,6.01,2.65,372.0,4.27,4.06,11.2,16.07,7.75,195.92,677.0,4.7,76.34,1.65,9.62,229.05,144.26,10.5,86.0,,9.24,1.88,1.96,1.56,2.8,120.35,11.74,1.43,,7.15,3.84,74.19,,10.11,15.95,52.7,10.69,4.78,109.2,74.42,118.09,15.8,12.42
26-Jan-17,186.0,5119.0,8.81,,,43.45,19.16,70.13,154.65,1218.0,25.31,29.3,13.58,98.84,5.9,2.68,372.0,4.4,4.12,11.61,16.43,7.75,192.58,680.5,4.83,77.19,1.7,9.24,229.75,143.36,10.5,87.28,,9.27,1.87,2.05,1.6,2.7,119.51,11.25,1.44,,7.15,3.88,74.73,,10.19,15.95,53.92,10.57,4.84,110.15,75.38,116.93,16.0,12.31
25-Jan-17,187.0,5186.67,8.91,,,44.5,19.29,69.99,154.3,1220.0,25.7,29.4,13.6,98.89,5.86,2.75,374.84,4.4,4.11,11.98,16.67,8.15,192.95,690.0,4.98,78.3,1.59,9.48,230.0,148.3,10.5,88.87,,9.36,1.89,2.09,1.72,2.65,120.53,11.65,1.51,,7.4,3.98,74.8,,10.23,15.9,49.46,11.37,4.89,110.42,73.59,116.99,15.95,12.89
24-Jan-17,188.0,5154.46,8.89,,,44.75,18.82,71.13,152.79,1199.6,25.84,29.59,13.48,97.75,6.1,2.75,372.0,4.41,4.11,10.79,16.09,8.4,191.61,693.0,4.93,76.69,1.59,9.44,229.0,146.78,10.5,86.35,,9.25,1.9,2.1,1.7,2.7,116.62,11.08,1.57,,7.45,3.9,73.78,,10.53,15.85,49.65,10.64,4.93,108.72,73.18,116.05,15.7,13.29
23-Jan-17,189.0,5163.5,8.49,,,43.0,18.18,70.28,152.27,1200.0,25.53,28.96,13.17,98.08,6.08,2.7,378.5,4.37,4.14,11.08,15.99,8.2,185.46,704.0,4.76,75.07,1.61,9.13,230.0,144.75,10.5,85.6,,9.42,1.94,2.19,1.73,2.75,113.55,10.74,1.58,,7.15,4.04,71.59,,10.65,15.65,49.94,10.08,4.85,107.99,72.75,114.46,15.85,13.46
20-Jan-17,190.0,5164.67,9.45,,,43.05,18.22,70.12,150.99,1199.35,25.46,28.82,13.1,97.89,6.14,2.65,376.75,4.4,4.06,10.82,16.11,8.25,185.73,705.0,4.8,75.05,1.61,8.94,230.89,139.24,10.5,87.91,,9.45,2.0,2.0,1.72,2.95,113.59,10.8,1.61,,7.55,4.33,73.64,,11.04,15.7,51.09,10.16,5.04,108.6,75.24,114.96,15.55,13.6
19-Jan-17,191.0,5275.53,9.1,,,42.9,18.11,68.82,150.31,1204.49,24.4,28.28,12.85,96.65,6.08,2.5,373.25,4.28,3.95,10.88,16.07,8.25,186.17,710.0,4.59,74.53,1.57,8.25,232.78,134.27,10.5,84.5,,9.16,1.96,1.7,1.63,2.85,114.42,10.86,1.54,,7.1,4.33,72.55,,10.95,15.6,50.07,9.53,5.01,106.24,74.02,114.27,15.1,13.57
18-Jan-17,192.0,5387.43,9.3,,,43.2,18.39,69.75,145.22,1197.0,24.13,28.37,13.23,95.99,6.13,2.55,381.0,4.23,3.88,10.5,16.08,8.35,187.23,714.5,4.54,73.19,1.62,8.3,234.0,135.14,10.5,84.96,,9.23,1.93,1.7,1.61,2.85,109.97,10.99,1.41,,6.7,4.35,73.39,,11.02,15.6,50.38,9.41,4.96,103.77,74.0,114.96,15.3,13.21
17-Jan-17,193.0,5402.53,9.42,,,42.45,18.9,70.3,145.88,1197.0,24.24,28.0,13.58,95.87,6.18,2.6,386.37,4.09,3.7,9.5,16.15,8.3,186.05,703.0,4.59,72.45,1.58,8.58,230.0,141.28,10.5,84.26,,9.24,1.95,1.67,1.54,2.8,108.9,10.78,1.33,,6.0,4.3,72.98,,11.31,15.4,50.24,9.17,4.99,103.37,73.74,114.07,15.25,12.92
13-Jan-17,194.0,5425.41,9.83,,,43.0,19.25,71.0,148.48,1201.0,24.05,27.84,13.84,94.44,6.39,2.65,381.5,3.99,3.72,9.34,16.23,8.3,187.01,715.5,4.49,73.82,1.63,8.8,240.82,141.4,10.5,83.89,,9.22,2.08,1.71,1.6,2.85,111.59,11.21,1.37,,6.2,4.58,72.93,,11.47,15.35,51.15,9.0,4.92,105.25,74.32,114.24,15.25,12.84
12-Jan-17,195.0,5404.95,9.67,,,42.35,19.5,70.57,147.76,1201.0,23.68,27.9,13.75,94.54,6.14,2.65,379.0,4.01,3.8,9.31,16.51,8.35,187.38,706.0,4.3,72.25,1.55,8.98,239.5,139.53,10.5,82.12,,9.19,2.04,1.6,1.55,2.85,111.01,10.83,1.3,,6.0,4.6,72.19,,11.08,15.5,51.01,8.9,5.1,104.7,74.0,113.91,15.6,13.26
11-Jan-17,196.0,5384.68,9.98,,,42.25,19.6,70.5,147.02,1160.0,23.47,28.28,13.84,92.56,6.23,2.75,393.0,4.01,3.66,9.33,16.88,8.3,189.24,717.0,4.29,72.27,1.6,8.5,246.25,139.14,10.5,81.45,,8.86,2.0,1.65,1.58,2.75,110.55,10.94,1.3,,6.05,4.73,73.1,,10.88,15.45,51.68,8.85,5.06,104.27,75.04,114.18,15.95,13.65
10-Jan-17,197.0,5361.95,10.12,,,42.6,18.6,69.29,146.29,1157.22,24.22,28.85,13.99,93.06,5.99,2.7,393.0,3.94,3.74,9.25,16.48,8.25,188.42,719.0,4.37,70.92,1.58,8.16,246.37,140.22,10.5,81.28,,8.51,2.01,1.59,1.54,2.85,109.26,10.75,1.3,,5.95,4.73,72.36,,10.16,15.1,51.34,8.51,5.06,103.42,73.66,113.92,15.65,13.53
9-Jan-17,198.0,5349.65,9.96,,,41.95,19.45,68.77,145.49,1157.22,23.86,27.19,14.2,91.03,5.86,2.7,390.75,4.03,3.69,9.21,15.91,8.4,189.69,719.0,4.48,70.68,1.62,8.13,240.9,138.84,10.5,81.55,,8.31,1.96,1.58,1.52,2.85,109.18,10.53,1.28,,5.7,4.67,72.87,,10.31,14.8,50.3,8.67,5.02,102.42,71.28,114.77,16.3,13.0
6-Jan-17,199.0,5247.98,10.19,,,41.65,20.93,69.12,148.64,1140.0,23.66,27.16,14.63,92.85,5.99,2.65,386.0,4.11,3.6,9.18,16.64,8.4,190.25,718.1,4.63,72.54,1.65,7.9,243.5,142.13,10.5,83.81,,8.36,2.02,1.62,1.61,2.8,111.66,10.76,1.3,,5.65,4.75,74.73,,9.59,15.05,49.93,8.81,5.04,103.19,71.37,115.4,15.65,13.34
5-Jan-17,200.0,5123.23,10.14,,,41.3,21.19,69.45,147.16,1140.0,23.9,27.65,15.0,93.15,6.12,2.7,388.5,4.18,3.68,9.37,16.9,8.55,188.41,710.5,4.7,71.37,1.65,8.06,243.67,143.25,10.5,81.71,,8.47,1.88,1.64,1.64,2.9,110.29,10.97,1.29,,5.95,4.84,74.08,,9.64,15.0,50.47,8.91,5.05,102.13,70.93,115.17,16.0,12.97
4-Jan-17,201.0,5058.5,10.05,,,41.7,21.2,68.92,145.95,1140.0,23.75,27.25,15.0,91.55,6.19,2.75,385.0,4.34,3.68,9.37,17.41,8.35,188.71,703.0,4.8,72.26,1.59,8.12,243.35,141.43,10.5,81.18,,8.42,1.86,1.58,1.61,2.8,110.64,11.35,1.27,,5.95,4.78,75.47,,9.68,15.25,51.3,8.83,5.02,103.14,73.02,115.11,16.2,12.27
3-Jan-17,202.0,5065.49,10.0,,,41.75,21.1,67.35,141.43,1135.0,23.11,26.21,14.92,92.14,6.04,2.75,385.0,4.42,3.3,8.87,16.9,8.45,187.7,699.5,4.77,69.03,1.55,7.5,242.5,141.97,10.5,80.82,,8.18,1.76,1.51,1.47,2.85,106.99,10.91,1.19,,5.85,4.79,73.41,,9.53,15.0,49.98,8.62,4.86,102.52,72.71,115.08,16.9,12.19
30-Dec-16,203.0,4964.0,9.64,,,41.25,20.48,67.4,142.77,1146.0,22.35,25.71,15.04,90.83,5.6,2.65,380.0,4.14,3.02,8.21,16.97,7.95,186.2,698.0,4.48,69.41,1.5,6.81,239.47,143.89,10.5,84.85,,8.18,1.7,1.41,1.41,2.75,108.07,10.39,1.15,,5.05,4.53,71.28,,9.14,14.85,49.84,8.03,4.69,103.68,72.88,114.64,15.8,12.07
29-Dec-16,204.0,5017.98,9.63,,,41.75,20.62,67.99,143.04,1146.0,22.92,25.95,15.02,91.75,5.61,2.7,378.0,4.17,3.08,8.43,17.07,8.05,186.95,695.5,4.52,69.59,1.53,7.14,239.14,143.8,10.5,84.46,,8.28,1.7,1.4,1.46,2.8,108.82,10.53,1.15,,5.1,4.55,71.48,,9.14,14.8,50.2,7.87,4.68,104.42,73.28,114.98,15.65,12.44
28-Dec-16,205.0,5042.24,9.52,,,41.1,20.73,67.65,142.2,1146.0,22.52,25.92,14.61,91.66,5.82,2.55,370.0,4.16,3.16,8.5,17.11,8.0,188.45,691.0,4.77,69.81,1.55,7.34,239.42,143.61,10.5,84.53,,8.42,1.71,1.41,1.5,2.8,108.72,10.67,1.18,,5.1,4.59,72.01,,9.14,14.6,50.17,8.09,4.76,104.76,73.53,115.2,16.0,12.31
27-Dec-16,206.0,,9.48,,,42.0,21.17,67.76,143.34,,22.58,26.42,14.51,92.88,5.7,2.65,,4.13,3.39,8.11,16.56,8.05,190.55,,4.31,70.62,1.56,7.03,,143.5,,86.16,,8.28,1.72,1.61,1.51,2.8,109.45,10.62,1.22,,4.8,4.64,72.58,,8.81,14.9,50.49,8.2,4.74,105.71,74.67,116.13,16.05,12.59
23-Dec-16,207.0,4811.0,9.46,,,42.15,20.51,67.61,143.21,1165.0,22.54,26.24,14.72,92.45,5.67,2.65,375.0,4.15,3.33,8.68,16.36,8.0,191.86,695.0,4.34,69.9,1.58,6.32,239.0,143.15,10.5,85.29,,8.21,1.7,1.54,1.56,2.8,109.28,10.49,1.21,,5.05,4.64,71.59,,8.79,14.7,50.45,8.16,4.75,105.18,74.79,115.97,15.75,12.57
22-Dec-16,208.0,4848.0,9.69,,,41.7,20.36,67.78,143.47,1165.0,22.37,26.43,14.77,91.58,5.8,2.7,379.25,4.16,3.41,8.73,16.56,7.8,190.89,698.0,4.26,70.05,1.57,5.78,238.0,143.06,10.5,85.29,,8.19,1.66,1.51,1.56,2.85,108.78,10.43,1.16,,5.0,4.74,71.12,,8.91,14.6,50.25,8.08,4.82,105.19,74.19,116.3,16.15,12.91
21-Dec-16,209.0,4785.73,9.85,,,42.15,20.74,68.0,145.01,1135.0,22.98,26.96,14.91,92.91,5.75,2.65,380.75,4.04,3.33,9.19,15.84,7.9,192.12,687.0,4.25,70.54,1.57,6.02,237.5,145.75,10.5,85.49,,8.42,1.64,1.24,1.46,2.95,108.05,10.68,1.15,,4.7,4.55,72.97,,8.94,14.55,50.65,8.27,4.8,104.65,75.72,116.1,16.0,13.16
20-Dec-16,210.0,4812.5,9.59,,,42.0,21.03,67.9,144.87,1145.0,21.43,25.96,15.01,93.5,5.7,2.75,378.0,3.96,3.1,8.36,15.79,7.5,198.74,686.5,4.31,71.53,1.56,6.22,234.28,147.21,10.75,85.73,,8.59,1.65,1.24,1.45,2.95,108.17,10.86,1.17,,4.85,4.64,71.54,,8.98,14.55,50.89,8.25,4.79,104.65,76.05,117.52,15.8,13.09
19-Dec-16,211.0,4870.0,9.14,,,41.85,20.6,67.1,144.15,1148.5,21.6,26.08,14.85,92.07,5.7,2.7,378.0,3.81,3.14,8.39,14.58,7.45,197.62,694.0,4.26,71.2,1.59,6.2,232.25,148.07,10.75,86.46,,8.42,1.62,1.22,1.48,2.95,106.93,10.86,1.17,,4.95,4.54,70.59,,9.16,14.7,50.35,8.17,4.76,103.4,74.48,116.98,15.45,12.67
16-Dec-16,212.0,4866.29,9.67,,,42.55,20.68,67.08,145.34,1140.0,21.51,26.25,15.0,90.79,5.72,2.9,380.0,3.89,3.01,8.64,14.46,7.5,196.48,695.0,4.49,69.71,1.56,6.32,234.8,145.94,10.5,86.61,,8.4,1.58,1.27,1.49,3.15,106.67,10.9,1.17,,4.9,4.49,69.51,,9.22,14.55,49.93,8.39,4.83,103.31,74.42,115.81,14.4,12.64
15-Dec-16,213.0,4931.92,10.18,,,42.6,20.9,67.12,145.27,1140.0,21.5,26.59,15.23,94.59,5.78,3.05,366.95,3.89,3.29,8.53,14.45,7.25,197.92,694.5,4.4,71.13,1.68,6.59,232.75,147.64,10.5,85.62,,8.85,1.56,1.39,1.52,3.3,108.11,11.07,1.26,,5.0,4.32,69.26,,9.53,14.45,50.59,8.07,4.7,104.68,74.79,117.28,14.95,12.91
14-Dec-16,214.0,4853.11,9.65,,,42.15,20.23,66.95,145.89,1140.0,21.83,26.8,14.65,92.5,5.57,2.9,383.5,3.75,2.8,8.15,13.74,7.25,197.92,705.0,4.19,70.48,1.52,6.38,232.0,147.9,10.5,84.71,,8.66,1.48,1.16,1.43,3.2,107.58,11.01,1.16,,4.65,4.13,67.33,,9.32,14.4,49.28,7.9,4.73,102.82,72.94,117.26,15.3,13.17
13-Dec-16,215.0,4858.54,9.76,,,42.4,21.0,68.43,150.99,1106.6,22.3,27.3,14.99,94.83,5.62,3.1,397.0,3.86,2.86,8.61,14.09,7.25,201.02,692.5,4.11,75.39,1.59,6.76,233.78,150.79,10.5,85.97,,9.01,1.61,1.2,1.51,3.45,109.83,11.14,1.21,,4.65,4.24,70.5,,9.6,14.45,49.55,8.22,4.8,104.04,72.55,120.16,14.92,12.83
12-Dec-16,216.0,4725.0,9.15,,,41.55,20.73,68.16,152.51,1149.5,22.21,27.14,15.07,92.22,5.63,3.05,394.75,3.74,2.83,8.55,13.99,7.2,197.64,682.0,4.09,79.26,1.61,6.59,234.33,148.88,10.5,85.38,,8.92,1.6,1.25,1.53,3.5,110.69,11.27,1.19,,5.1,4.27,70.67,,9.73,14.35,49.37,8.21,4.95,104.32,73.24,120.13,14.9,13.36
9-Dec-16,217.0,4811.48,9.2,,,40.75,20.39,69.52,156.28,1149.5,23.12,28.18,15.05,92.78,5.83,3.0,395.75,4.02,2.92,9.42,14.48,7.35,196.6,677.97,4.17,80.01,1.75,7.06,237.0,150.55,10.5,86.02,,9.4,1.7,1.36,1.6,3.4,110.6,11.49,1.25,,5.4,4.49,69.28,,9.74,14.65,49.79,8.49,5.24,104.99,75.17,119.6,14.5,14.13
8-Dec-16,218.0,4827.66,8.87,,,41.3,19.77,69.85,156.2,1083.25,23.48,28.64,15.03,92.44,5.86,3.1,395.75,3.94,2.83,9.5,12.83,7.4,197.07,684.0,4.2,79.54,1.85,7.09,237.5,147.56,10.5,86.22,,9.0,1.7,1.44,1.62,3.45,110.02,11.61,1.27,,5.55,4.39,67.84,,9.48,14.55,49.6,8.54,5.13,105.37,72.74,118.98,13.95,14.46
7-Dec-16,219.0,4785.0,8.65,,,40.6,18.75,69.16,154.74,1083.25,23.7,28.98,14.88,91.5,5.77,3.15,395.0,3.6,2.85,8.58,12.51,7.25,196.52,683.5,3.9,77.77,1.85,7.2,234.0,147.73,10.5,86.22,,9.1,1.64,1.43,1.52,3.25,109.75,11.13,1.25,,5.6,4.17,66.05,,9.45,15.0,49.85,8.46,4.91,106.33,72.43,118.62,13.7,13.56
6-Dec-16,220.0,4778.98,8.4,,,39.95,18.0,67.7,151.38,1115.0,23.35,28.37,14.93,91.83,5.79,3.1,386.0,3.55,2.98,8.32,12.48,7.0,193.33,667.5,3.73,75.69,1.8,7.15,234.63,143.79,10.5,83.8,,8.87,1.64,1.6,1.63,3.3,106.21,10.85,1.25,,5.6,4.17,65.65,,9.22,15.0,47.68,8.52,4.82,103.15,70.97,116.54,13.65,13.58
5-Dec-16,221.0,4840.0,7.15,,,39.05,17.82,67.77,151.55,1119.5,23.78,28.69,14.29,91.57,5.66,3.1,368.0,3.58,2.86,7.62,11.81,6.85,194.5,663.5,3.67,75.99,1.73,6.92,229.5,143.76,10.5,85.48,,8.63,1.62,1.61,1.65,3.25,105.96,10.7,1.35,,5.25,4.0,64.64,,8.98,14.75,47.07,8.31,4.66,102.84,68.26,116.56,13.85,13.48
2-Dec-16,222.0,4776.64,7.08,,,38.9,16.21,67.46,151.16,1110.0,23.8,28.72,13.77,90.68,5.6,3.1,368.0,3.57,2.96,7.3,11.8,6.7,192.8,672.0,3.59,75.64,1.72,7.08,232.15,140.51,10.5,85.72,,8.49,1.6,1.63,1.67,3.2,105.6,10.4,1.35,,5.1,3.99,63.44,,8.85,14.45,47.91,8.08,4.6,102.65,69.27,116.35,14.15,13.83
1-Dec-16,223.0,4864.34,6.97,,,38.85,16.01,67.75,155.38,1110.0,23.76,28.29,14.26,88.09,5.69,3.1,370.0,3.56,3.0,7.21,11.84,6.9,192.19,680.0,3.83,76.42,1.78,7.14,232.0,144.93,10.5,86.73,,8.46,1.62,1.64,1.69,3.15,106.83,10.08,1.44,,5.25,4.04,63.19,,8.76,14.3,47.07,7.85,4.49,103.39,68.47,116.43,14.1,14.61
30-Nov-16,224.0,5067.35,7.02,,,40.4,15.61,66.83,153.25,1110.0,23.98,28.73,14.65,88.87,5.76,3.1,370.0,3.55,3.0,6.98,11.71,7.1,191.67,686.0,4.06,76.4,1.69,7.8,236.0,144.37,10.5,88.71,,8.68,1.6,1.63,1.69,3.0,106.46,10.03,1.46,,5.2,4.23,61.99,,8.97,14.4,46.61,7.89,4.39,101.33,68.95,115.92,14.2,15.13
29-Nov-16,225.0,5151.36,6.99,,,40.7,13.66,66.79,149.02,1110.0,23.25,28.9,14.87,88.82,6.65,3.2,370.0,3.8,3.16,6.96,10.53,7.55,190.32,711.5,4.0,75.98,1.68,8.04,231.75,146.32,10.5,87.95,,8.59,1.57,1.68,1.71,2.85,104.37,9.95,1.52,,5.25,4.08,58.15,,9.08,14.2,47.24,7.4,4.37,100.57,69.72,116.28,14.2,15.63
28-Nov-16,226.0,5120.88,6.87,,,42.2,14.3,66.63,148.36,1110.0,23.31,28.45,14.99,87.72,7.12,3.3,388.75,3.87,3.37,7.3,10.99,7.4,190.03,709.0,4.07,75.98,1.67,8.2,232.0,149.94,10.5,88.48,,8.62,1.61,1.69,1.74,3.1,103.99,10.04,1.58,,5.55,4.18,59.37,,9.51,13.9,47.52,7.45,4.37,100.69,69.25,115.69,13.88,15.81
25-Nov-16,227.0,5028.37,6.84,,,45.1,15.13,66.72,149.24,1110.0,23.44,28.85,15.22,91.59,7.23,3.45,380.0,3.84,3.32,7.48,11.34,7.6,191.53,712.5,4.16,76.96,1.69,8.26,231.61,150.72,10.5,87.79,,8.65,1.65,1.64,1.66,3.2,104.34,10.17,1.54,,5.35,4.28,60.04,,9.66,14.05,47.45,7.53,4.48,102.1,70.09,116.26,14.5,15.9
23-Nov-16,228.0,5042.47,6.89,,,44.25,15.4,66.05,149.15,1119.6,22.75,28.19,14.92,91.53,7.3,3.45,386.01,3.9,3.27,7.48,12.47,7.45,190.12,730.0,4.36,76.5,1.78,8.7,236.01,149.91,10.5,88.12,,8.74,1.66,1.68,1.68,2.95,104.04,10.18,1.54,,5.55,4.31,60.92,,9.66,14.25,47.37,7.62,4.63,101.39,69.88,115.68,14.4,15.32
22-Nov-16,229.0,4979.47,6.91,,,43.25,14.96,66.1,150.25,1114.0,22.77,28.51,15.25,93.44,7.38,3.45,370.5,3.99,3.23,7.49,11.85,7.75,188.08,739.0,4.43,75.78,1.69,8.61,234.25,151.38,10.5,86.7,,8.78,1.66,1.56,1.76,2.9,103.92,10.16,1.59,,5.5,4.35,59.56,,9.53,14.55,47.1,7.57,4.72,100.49,69.5,114.63,14.1,15.07
21-Nov-16,230.0,4944.86,7.0,,,42.75,14.2,65.97,148.5,1112.89,22.7,28.15,15.64,92.92,7.45,3.35,376.16,4.08,3.4,7.35,11.12,7.65,188.15,753.0,4.34,76.31,2.01,8.22,237.4,149.88,10.0,88.74,,9.01,1.67,1.65,1.95,2.95,104.6,10.14,1.66,,5.2,4.41,58.17,,9.6,14.0,47.36,7.74,4.75,100.75,68.99,114.7,13.9,15.89
18-Nov-16,231.0,4923.31,6.93,,,42.5,13.85,64.39,145.6,1107.99,22.72,28.02,15.2,92.68,7.23,3.35,383.25,3.78,3.47,7.16,10.54,7.45,187.29,766.5,4.23,76.72,2.13,8.35,239.05,148.45,10.0,87.57,,8.6,1.69,1.68,2.06,3.15,103.45,10.09,1.81,,5.4,4.28,57.05,,9.73,13.85,47.06,6.87,4.57,99.83,68.29,114.09,13.4,16.3
17-Nov-16,232.0,4886.76,6.96,,,42.85,13.63,64.18,146.22,1107.99,22.72,28.35,16.0,91.5,7.03,3.25,370.0,3.79,3.4,6.99,10.49,7.4,185.08,764.5,4.14,76.97,2.5,8.52,238.0,149.31,10.0,86.0,,8.64,1.63,1.73,1.99,2.85,103.14,10.11,1.78,,5.2,4.32,56.85,,9.41,13.6,46.69,6.9,4.56,98.81,67.86,113.49,13.4,15.26
16-Nov-16,233.0,4831.63,6.98,,,41.95,13.92,63.49,144.98,1107.99,22.57,27.89,15.43,91.0,7.58,3.65,370.0,3.93,4.0,7.31,10.93,7.5,183.82,753.5,4.4,75.87,2.0,8.66,240.0,148.65,10.0,85.01,,8.86,1.8,1.73,2.1,3.35,103.0,10.14,1.9,,5.8,4.36,57.52,,9.93,13.7,45.85,7.01,4.82,98.01,65.5,112.81,13.65,14.61
15-Nov-16,234.0,4808.0,7.0,,,41.7,13.95,64.33,144.84,1096.02,22.91,27.79,15.81,88.99,7.35,3.35,370.0,3.69,4.11,6.96,10.76,7.35,185.39,757.0,4.3,76.5,1.56,8.44,236.25,149.0,10.5,85.18,,8.88,1.63,1.79,1.74,3.05,104.58,10.05,1.65,,5.45,4.04,57.1,,9.78,13.6,46.25,6.98,4.76,99.11,66.06,113.18,13.7,14.48
14-Nov-16,235.0,4625.39,7.09,,,41.65,13.54,63.75,142.69,1101.0,22.26,27.5,15.5,88.0,7.14,2.35,360.0,3.69,3.57,6.72,10.6,7.25,186.16,748.0,4.58,75.84,1.25,8.12,237.0,143.94,10.5,85.1,,8.71,1.55,1.67,1.54,2.75,103.99,10.09,1.57,,5.35,3.91,55.72,,9.53,13.4,45.35,6.81,4.62,99.43,62.94,112.91,13.75,14.29
11-Nov-16,236.0,4764.52,6.78,,,42.1,12.58,63.25,143.53,1101.0,22.32,27.62,15.41,85.23,6.8,2.4,350.0,3.69,3.49,6.97,10.46,7.3,183.69,744.0,4.31,73.36,1.24,8.26,233.02,135.52,10.5,82.05,,8.77,1.47,1.52,1.41,2.8,100.91,9.71,1.49,,4.8,4.16,53.67,,9.1,13.05,43.84,6.64,4.52,96.88,60.25,114.23,13.05,14.58
10-Nov-16,237.0,5188.37,6.87,,,42.55,12.77,64.71,146.1,1090.0,22.21,27.52,15.85,91.15,6.51,2.35,369.75,3.69,3.31,6.56,9.76,7.5,183.57,741.5,4.56,75.02,1.25,9.2,245.34,142.63,10.5,81.11,,9.24,1.45,1.22,1.33,2.75,100.5,9.03,1.43,,4.15,4.09,52.56,,9.07,13.25,43.64,6.51,4.48,97.49,59.94,113.31,12.9,14.5
