,N_index,ASC,AVH,AZUL,BSTI,BCO,BRS,CNI,CP,CGI,CEA,ZNH,VLRS,CPA,CMRE,DAC,DAL,DHT,DSX,LPG,ERA,EURN,FDX,GNK,GNRT,GWR,GSL,GOL,PAC,ASR,GSH,KSU,KNX,LTM,NNA,NM,NMM,NAO,NSC,RRTS,SB,SNDR,SALT,STNG,CKH,SMHI,SSW,SFL,LUV,TK,TNP,UNP,UAL,UPS,USDP,ZTO
10-May-17,114.0,6089.54,7.1,24.49,,62.85,13.89,74.69,157.2,1225.0,27.29,34.91,13.14,125.57,7.82,1.5,414.5,4.56,3.84,8.87,10.9,8.0,189.75,749.0,5.53,64.07,1.3,16.61,254.75,198.69,9.5,90.87,,12.48,1.68,1.55,1.75,1.06,116.91,6.84,2.27,18.4,6.8,4.32,64.63,,6.64,14.1,58.37,7.66,4.67,109.32,78.55,105.1,13.55,14.03
9-May-17,115.0,6057.0,7.02,24.25,,62.35,13.22,74.21,155.41,1235.0,27.74,35.09,12.74,123.62,7.72,1.7,430.0,4.6,3.81,8.89,10.55,8.0,190.79,758.0,5.34,63.51,1.31,17.53,250.0,193.51,9.5,92.35,,12.26,1.65,1.58,1.74,1.04,116.67,6.95,2.19,18.57,6.6,4.21,65.44,,6.54,13.9,58.28,7.59,4.59,109.96,78.55,106.51,13.75,14.55
8-May-17,116.0,5982.24,7.17,24.29,,62.1,13.31,74.43,155.46,1220.0,26.62,33.57,13.19,122.12,7.9,1.8,440.0,4.52,3.98,8.9,10.62,7.95,191.11,757.0,4.88,62.6,1.31,17.34,249.0,194.22,9.5,91.98,,12.55,1.69,1.62,1.74,0.95,115.75,6.63,2.14,18.82,6.45,4.32,64.81,,6.61,13.95,57.48,7.67,4.5,110.02,74.98,107.52,13.21,14.11
5-May-17,117.0,5970.4,7.3,25.09,,61.2,13.48,74.64,154.89,1180.0,26.88,33.72,13.08,121.98,7.46,1.65,430.0,4.58,3.85,8.89,11.4,7.9,192.42,759.5,4.87,64.47,1.33,16.85,251.75,198.85,9.5,91.62,,12.65,1.67,1.62,1.73,0.97,117.01,6.77,2.12,19.0,6.35,4.23,65.63,,6.67,13.9,58.4,7.75,4.5,110.72,75.3,107.43,13.3,13.82
4-May-17,118.0,5986.74,7.09,24.68,,60.8,12.73,73.52,152.67,1232.0,26.92,33.96,12.92,121.63,7.49,1.8,424.0,4.57,3.82,8.83,11.78,7.85,191.19,764.5,4.82,63.35,1.34,16.39,251.96,192.36,9.5,90.04,,12.61,1.66,1.56,1.58,0.96,116.84,6.82,2.05,18.99,6.5,4.29,65.0,,6.69,13.6,58.34,7.57,4.43,110.33,74.91,107.05,12.9,13.84
3-May-17,119.0,5958.82,7.19,24.61,,60.5,13.08,73.57,154.55,1240.0,26.69,33.64,12.84,121.66,7.62,1.75,407.0,4.73,4.0,8.9,12.02,7.9,189.92,757.5,4.98,64.63,1.41,17.0,250.75,195.45,9.5,89.66,,12.75,1.66,1.65,1.9,0.96,117.21,6.81,2.2,19.01,6.85,4.48,65.92,,6.84,13.8,58.16,7.9,4.61,110.88,74.21,107.35,13.8,13.7
2-May-17,120.0,5962.48,7.16,24.17,,60.15,13.12,73.87,155.45,1250.0,26.79,33.74,12.9,117.1,7.81,1.76,419.75,4.77,4.05,8.88,12.64,7.95,189.03,766.0,5.25,64.75,1.42,16.93,252.5,204.0,9.5,89.94,,12.81,1.67,1.73,2.02,0.95,118.24,6.78,2.29,19.17,7.5,4.41,66.19,,7.03,13.8,58.33,7.92,4.68,111.09,73.94,106.92,13.85,14.01
1-May-17,121.0,,7.14,23.36,,60.8,12.91,73.13,154.1,,26.51,33.12,12.56,115.67,7.68,1.85,,4.74,4.04,9.12,12.32,7.9,188.23,,5.23,66.82,1.35,15.91,,189.07,,89.66,,12.7,1.67,1.72,2.07,0.95,117.71,6.67,2.26,19.09,7.45,4.31,65.84,,6.8,13.95,56.28,8.31,4.67,111.6,70.27,106.54,14.05,13.5
28-Apr-17,122.0,5820.0,7.28,22.71,,61.4,13.37,72.29,153.25,1249.75,26.15,32.69,12.61,116.42,6.74,1.7,419.75,4.79,3.99,9.09,12.71,7.9,189.7,751.0,5.37,67.76,1.31,15.71,248.25,189.4,9.5,90.07,,12.67,1.69,1.7,2.09,0.95,117.49,6.72,2.13,18.98,7.45,4.4,65.66,,7.04,14.05,56.22,8.68,4.59,111.96,70.21,107.46,13.9,13.93
27-Apr-17,123.0,5615.49,7.17,22.39,,61.7,13.88,72.31,153.73,1248.0,26.82,33.77,12.67,115.45,6.98,1.75,406.5,4.91,4.24,9.25,13.33,7.8,191.71,747.5,5.54,68.54,1.32,15.48,248.16,187.39,9.5,89.88,,12.74,1.68,1.77,2.09,0.96,118.8,6.93,2.24,19.03,7.55,4.57,67.37,,7.25,14.15,55.75,8.55,4.63,113.53,70.7,108.83,13.8,13.59
26-Apr-17,124.0,5661.18,7.14,22.52,,60.3,14.63,72.39,152.64,1247.8,27.16,33.72,12.74,115.13,6.79,1.65,411.0,4.82,4.19,9.15,13.64,7.9,189.58,734.0,5.66,68.29,1.35,15.62,251.25,185.85,9.5,86.78,,12.96,1.7,1.82,2.02,0.94,117.82,6.89,2.17,19.04,7.6,4.11,68.4,,6.56,14.2,56.94,8.73,4.66,110.17,71.33,107.62,14.15,13.41
25-Apr-17,125.0,5749.0,7.06,23.02,,58.5,14.57,73.1,154.8,1240.0,27.62,33.87,13.15,113.51,6.59,1.65,410.0,4.67,4.14,8.88,13.22,8.25,188.97,731.0,5.7,68.3,1.35,15.92,249.99,189.32,9.5,90.36,,13.12,1.67,1.8,2.04,0.92,116.78,6.77,2.16,19.18,7.5,4.05,67.75,,6.27,14.1,57.09,8.83,4.72,110.48,70.97,107.36,14.3,13.23
24-Apr-17,126.0,5749.46,7.22,23.22,,57.2,14.11,75.66,154.08,1240.0,27.72,33.99,13.54,114.72,6.34,1.65,428.0,4.63,4.25,8.98,12.77,8.1,188.56,737.0,5.58,68.69,1.37,16.18,248.0,188.13,9.5,89.67,,13.24,1.72,1.82,2.08,0.93,117.05,6.73,2.24,19.29,7.6,4.06,66.61,,6.21,14.1,56.49,8.76,4.75,109.33,71.0,106.97,13.9,13.08
21-Apr-17,127.0,5599.0,7.18,23.0,,56.65,13.79,74.72,152.99,1253.6,27.45,33.51,13.22,114.31,6.56,1.7,400.0,4.6,4.29,9.46,13.04,7.85,185.28,732.5,5.34,67.19,1.37,15.6,243.62,182.86,9.5,87.99,,13.21,1.71,1.8,2.13,0.94,116.37,6.7,2.16,18.8,7.4,4.0,64.98,,6.28,13.9,55.63,8.77,4.76,108.28,69.56,105.77,14.05,13.01
20-Apr-17,128.0,5603.0,7.41,22.72,,57.1,13.89,74.48,153.78,1253.6,27.74,33.87,13.96,115.22,6.65,1.7,410.0,4.65,4.17,9.34,13.17,8.0,186.48,734.5,5.37,67.05,1.38,15.7,243.5,180.01,9.5,90.57,,13.28,1.67,1.82,1.99,0.87,115.81,6.6,2.13,18.66,7.55,4.07,65.18,,6.27,13.9,55.95,8.94,4.76,107.9,69.8,105.53,14.1,12.82
19-Apr-17,129.0,5604.71,7.5,22.93,,57.1,13.76,73.22,149.88,1253.6,26.97,33.0,14.02,114.43,6.73,1.65,397.0,4.59,4.52,9.34,12.94,7.95,183.56,732.5,5.36,66.22,1.37,15.72,241.5,179.71,9.5,89.06,,13.15,1.65,1.8,2.0,0.9,112.54,6.4,2.21,18.85,7.85,4.02,64.35,,6.28,13.8,54.65,9.0,4.75,106.79,69.29,104.46,14.15,12.76
18-Apr-17,130.0,5580.45,7.5,23.1,,57.6,14.0,73.56,151.39,1269.5,27.99,33.9,13.95,114.07,6.97,1.7,395.0,4.57,5.11,9.48,12.76,7.95,183.61,724.5,5.42,65.52,1.41,16.34,247.75,181.85,9.5,89.58,,13.48,1.69,1.89,2.05,0.92,112.85,6.47,2.23,18.87,7.95,4.03,64.49,,6.58,13.85,54.42,9.28,4.8,106.24,67.75,104.1,14.55,12.65
17-Apr-17,131.0,,7.45,22.06,,57.3,14.05,74.07,151.86,,28.22,35.07,14.17,116.2,7.1,1.75,,4.62,5.59,9.42,12.83,7.95,185.54,,5.43,65.95,1.41,16.03,,184.5,,89.88,,13.62,1.71,1.94,2.17,0.94,113.19,6.35,2.31,19.0,8.35,4.01,64.16,,6.75,14.0,54.72,9.29,4.8,105.98,70.77,104.87,14.45,13.02
13-Apr-17,132.0,5567.45,7.49,21.88,,56.15,14.09,72.89,150.01,1269.5,27.94,34.92,14.05,114.57,6.89,1.8,405.0,4.5,5.49,9.7,13.09,7.8,183.73,730.0,5.37,64.8,1.4,15.44,249.0,182.61,9.5,88.0,,13.14,1.66,1.78,2.07,0.92,111.58,6.21,2.43,18.98,8.5,3.99,63.9,,6.8,13.85,54.31,9.32,4.76,104.78,69.07,103.74,14.5,12.63
12-Apr-17,133.0,5513.0,7.57,21.94,,56.4,14.44,73.36,150.82,1260.0,27.93,34.85,14.3,114.98,6.78,1.8,395.5,4.48,5.93,9.7,13.3,7.95,186.31,723.5,5.72,65.55,1.41,15.76,249.6,180.58,9.5,87.51,,13.4,1.69,1.88,2.07,0.93,111.79,6.37,2.34,18.96,8.8,4.22,64.81,,6.77,14.05,55.51,9.66,4.81,105.57,69.93,104.23,14.5,12.56
11-Apr-17,134.0,5434.25,7.62,21.5,,55.4,14.88,73.96,152.98,1248.45,27.99,34.99,14.09,115.1,6.87,1.85,395.0,4.61,5.96,10.0,13.46,8.0,192.99,714.0,6.02,67.55,1.44,16.45,250.0,183.36,9.0,88.4,,13.44,1.74,1.95,2.17,0.96,115.22,6.68,2.44,18.69,9.55,4.43,66.27,,6.99,14.3,55.06,9.98,4.95,107.61,70.71,105.75,14.0,12.63
10-Apr-17,135.0,5505.84,7.57,,,55.3,14.83,74.59,152.92,1265.0,28.1,35.3,14.32,113.58,6.63,1.75,402.25,4.64,6.03,10.1,13.14,8.1,195.76,706.0,5.83,68.18,1.39,15.36,252.72,182.18,9.0,88.95,,13.29,1.67,1.96,2.22,0.95,115.49,6.87,2.57,19.31,9.7,4.52,65.62,,7.04,14.2,54.22,9.9,4.93,107.62,71.52,106.42,13.85,12.39
7-Apr-17,136.0,5566.0,7.69,,,54.65,14.33,73.39,150.11,1215.0,29.51,36.42,14.39,114.93,6.23,1.75,404.25,4.5,5.92,9.91,13.09,7.8,195.65,707.05,5.58,67.36,1.4,14.68,248.8,180.17,9.0,87.63,,13.31,1.65,1.94,2.15,0.95,115.9,6.49,2.51,19.0,9.7,4.31,64.78,,6.46,13.7,54.54,9.34,4.8,107.03,70.88,104.99,12.6,11.97
6-Apr-17,137.0,5422.54,7.67,,,53.9,14.64,73.88,150.25,1253.03,29.1,35.79,14.24,115.08,6.33,1.8,400.0,4.5,5.28,10.24,13.14,7.85,195.99,698.5,5.46,67.75,1.41,14.66,244.66,183.24,9.0,87.24,,13.08,1.65,1.89,2.03,1.0,115.88,6.54,2.41,19.0,9.8,4.28,65.56,,6.65,13.75,53.38,9.39,4.75,107.07,70.22,106.67,12.5,12.06
5-Apr-17,138.0,5716.99,7.63,,,53.3,14.28,73.43,149.0,1258.0,29.1,35.37,14.39,112.64,6.21,1.65,395.0,4.36,4.92,10.24,12.58,7.6,195.85,696.0,5.43,67.75,1.41,14.9,246.01,181.61,9.0,86.43,,13.07,1.65,1.72,1.96,1.0,114.73,6.56,2.08,,8.9,4.16,64.66,,6.5,13.85,53.35,9.07,4.72,106.76,70.06,106.74,12.2,12.4
4-Apr-17,139.0,5768.55,7.65,,,53.65,14.76,73.82,148.64,1258.0,28.89,35.11,14.09,111.2,6.54,1.75,388.0,4.53,4.88,10.57,12.78,7.75,196.27,696.0,5.59,68.45,1.45,14.14,245.0,183.05,10.0,86.48,,12.91,1.71,1.79,2.02,1.0,115.19,6.65,2.17,,9.25,4.29,66.04,,6.56,14.15,53.07,9.17,4.76,107.2,69.76,106.63,12.1,12.41
3-Apr-17,140.0,5941.86,7.66,,,53.1,14.49,73.09,147.1,1255.0,28.79,35.01,13.99,112.72,6.45,1.7,384.75,4.52,4.87,10.61,12.76,7.9,195.36,700.0,5.63,68.0,1.46,13.82,244.25,182.66,10.0,86.0,,12.66,1.73,1.82,2.08,1.05,113.5,6.51,2.14,,8.95,4.38,66.3,,6.63,14.65,54.0,9.16,4.76,105.5,71.35,106.4,12.45,12.3
31-Mar-17,141.0,5971.85,7.71,,,53.45,15.21,73.93,146.92,1235.0,28.6,33.25,13.94,112.25,6.66,1.75,377.0,4.47,4.62,10.53,13.26,7.9,195.15,701.5,5.67,67.86,1.48,13.25,248.02,173.24,10.0,85.76,,12.67,1.72,1.87,2.07,1.1,111.97,6.87,2.2,,9.2,4.44,69.19,,6.93,14.7,53.76,9.15,4.79,105.92,70.64,107.3,12.3,13.09
30-Mar-17,142.0,6073.39,7.74,,,53.3,14.98,73.96,148.0,1235.0,28.46,33.08,14.02,111.22,6.58,1.75,377.0,4.47,4.68,10.42,13.28,8.0,194.17,691.5,5.72,68.1,1.47,12.96,244.79,178.95,10.0,87.0,,12.97,1.74,1.88,2.02,1.1,114.25,6.62,2.32,,9.35,4.58,68.25,,6.7,14.75,53.83,9.4,4.82,106.94,70.78,106.66,12.15,13.01
29-Mar-17,143.0,6031.55,7.71,,,53.35,14.84,73.78,148.03,1251.05,29.55,35.02,14.08,110.9,6.62,1.75,377.0,4.53,4.79,10.13,12.71,7.95,190.92,690.5,5.68,67.01,1.49,13.12,244.3,176.25,10.0,85.89,,13.18,1.74,1.89,2.12,1.05,113.21,6.34,2.39,,9.25,4.58,67.86,,6.69,14.5,53.48,9.37,4.83,105.58,69.85,106.03,12.05,13.27
28-Mar-17,144.0,6039.0,7.78,,,53.1,13.41,73.84,147.81,1250.0,29.39,34.49,14.09,109.5,6.45,1.75,377.0,4.53,4.59,10.07,11.91,7.95,189.89,692.0,5.33,66.41,1.46,13.14,241.0,175.45,10.0,85.98,,13.24,1.69,1.77,2.11,1.1,113.32,6.24,2.12,,9.5,4.59,67.35,,6.47,14.5,54.19,9.1,4.71,105.5,70.74,106.19,11.95,12.88
27-Mar-17,145.0,5982.57,7.59,,,52.35,12.85,72.64,145.66,1244.85,30.0,35.68,13.56,108.74,6.21,1.75,377.0,4.38,4.5,10.0,11.53,7.9,187.04,695.5,5.2,65.48,1.38,13.29,242.19,175.01,10.0,83.9,,12.61,1.65,1.71,1.93,1.1,111.13,6.37,1.89,,9.3,4.22,65.52,,6.12,14.3,52.88,8.82,4.65,104.02,68.37,104.78,11.6,12.63
24-Mar-17,146.0,5912.32,7.82,,,51.3,13.23,72.31,145.53,1222.0,30.72,35.13,13.26,109.14,6.41,1.65,377.75,4.48,4.59,10.0,11.7,8.0,188.12,690.0,5.32,65.17,1.41,12.76,249.52,177.25,10.0,82.64,,12.7,1.69,1.69,2.0,1.15,110.66,6.29,1.83,,9.35,4.18,65.69,,6.25,14.3,52.61,9.18,4.73,103.96,67.93,105.05,11.8,12.67
23-Mar-17,147.0,5968.4,7.69,,,51.8,13.67,72.44,145.61,1245.0,30.86,,13.04,109.03,6.27,1.8,377.75,4.49,4.52,10.2,12.07,7.9,189.19,694.5,5.3,65.33,1.42,12.94,247.0,166.72,10.0,82.33,,12.27,1.75,1.62,2.04,1.15,110.55,6.31,1.77,,8.9,4.2,66.05,,6.13,14.45,52.37,9.09,4.62,103.87,67.5,105.65,11.75,12.45
22-Mar-17,148.0,5864.0,7.66,,,52.4,13.69,71.76,144.62,1245.0,29.95,,12.83,109.34,5.94,1.65,377.0,4.86,4.4,9.91,11.62,7.9,195.92,674.0,5.22,65.59,1.37,13.26,246.32,165.52,10.0,82.31,,12.3,1.6,1.58,1.95,1.2,111.77,6.32,1.63,,8.65,4.07,65.05,,6.18,14.25,52.46,8.94,4.58,104.06,66.95,106.52,11.7,12.5
21-Mar-17,149.0,5908.09,7.51,,,52.0,13.87,71.35,144.19,1245.0,29.93,34.14,12.8,107.81,6.16,1.85,396.83,4.76,4.3,10.15,11.74,7.9,191.84,689.5,5.27,65.82,1.39,12.72,249.0,164.75,10.0,82.12,,12.12,1.69,1.62,1.97,1.2,111.5,6.33,1.62,,8.85,4.11,66.1,,6.54,14.25,51.88,8.99,4.66,103.65,65.28,106.51,11.9,12.5
20-Mar-17,150.0,5876.88,7.81,,,52.4,13.88,72.0,146.42,1266.25,29.76,34.03,12.77,110.68,6.47,1.9,396.83,4.89,4.55,10.7,11.85,8.2,192.27,696.0,5.49,68.57,1.48,13.86,247.08,168.04,10.0,83.41,,12.13,1.7,1.77,2.16,1.2,114.84,6.61,1.86,,9.4,4.35,67.03,,6.66,14.65,53.45,9.13,4.83,105.08,67.49,107.12,12.35,12.79
17-Mar-17,151.0,5918.85,7.73,,,52.75,13.92,72.16,147.18,1276.0,29.84,33.83,12.84,110.73,6.97,2.0,398.0,4.69,4.55,10.67,12.23,8.35,194.59,692.0,5.59,68.71,1.5,14.43,249.0,167.94,10.0,84.13,,11.77,1.72,1.81,2.21,1.2,114.71,6.95,1.9,,9.7,4.76,66.76,,6.92,14.7,53.18,9.04,4.89,105.99,66.79,108.15,12.85,12.69
16-Mar-17,152.0,5888.0,7.71,,,52.45,13.85,72.21,146.91,1260.0,30.33,34.31,12.92,109.9,6.87,1.9,392.0,5.13,4.6,11.05,11.92,8.0,193.11,685.5,5.45,68.74,1.51,14.51,250.5,164.82,10.0,85.86,,11.68,1.7,1.74,2.25,1.1,115.35,6.94,1.73,,9.05,4.4,65.49,,6.81,14.6,54.15,9.05,4.68,105.45,67.56,107.8,13.02,12.88
15-Mar-17,153.0,5694.66,7.5,,,52.15,13.96,72.61,147.56,1260.0,29.55,34.1,12.95,107.96,6.45,1.65,388.25,5.1,4.29,11.18,12.08,7.95,193.26,676.0,5.41,68.67,1.46,14.8,248.35,161.96,10.0,87.49,,10.97,1.73,1.69,2.21,1.1,117.51,7.03,1.72,,8.75,4.01,65.45,,6.8,14.65,54.29,8.98,4.45,105.58,68.17,107.74,13.3,13.1
14-Mar-17,154.0,5669.0,7.35,,,53.6,13.79,71.32,146.97,1275.0,27.51,31.79,12.15,105.21,6.37,1.65,388.25,4.99,4.18,11.01,11.76,7.95,191.38,674.0,5.17,67.62,1.36,13.54,248.9,159.64,10.0,86.51,,10.2,1.72,1.69,2.5,1.15,118.35,6.66,1.66,,8.15,3.9,65.52,,6.78,14.3,52.88,8.78,4.4,104.37,66.55,106.83,13.0,12.45
13-Mar-17,155.0,5578.97,7.4,,,53.0,14.1,72.81,148.34,1277.8,27.8,32.14,12.37,107.07,6.35,1.7,387.25,4.95,4.16,11.09,11.74,8.0,193.12,678.5,5.39,70.13,1.34,13.82,244.5,162.61,10.0,87.44,,10.24,1.66,1.69,2.63,1.15,119.53,6.93,1.7,,8.45,4.01,66.27,,6.93,14.75,54.49,9.28,4.4,106.45,69.85,107.49,12.6,11.96
10-Mar-17,156.0,5566.88,7.29,,,52.85,13.99,72.35,148.43,1225.0,26.74,31.15,12.45,105.54,6.15,1.8,389.0,5.02,3.9,10.8,11.67,7.95,192.15,676.5,5.16,70.19,1.38,14.22,247.5,163.08,10.01,87.32,,10.09,1.67,1.71,2.48,1.15,119.66,6.92,1.6,,7.65,4.0,66.4,,7.0,14.6,55.88,9.49,4.46,106.28,72.34,106.73,13.35,11.23
9-Mar-17,157.0,5489.34,7.21,,,52.2,13.82,71.7,147.25,1280.0,26.2,30.57,12.28,105.44,6.06,1.9,377.0,4.99,3.71,10.69,11.58,7.9,191.31,681.5,5.03,69.85,1.32,13.52,245.95,161.57,10.0,87.34,,9.88,1.7,1.65,2.2,1.1,119.4,6.91,1.59,,6.95,4.01,66.14,,6.76,14.55,56.36,9.48,4.39,106.18,72.54,105.9,12.75,11.57
8-Mar-17,158.0,5549.0,7.03,,,51.95,13.94,71.55,148.05,1263.0,26.24,31.03,12.21,105.03,6.22,1.75,379.93,4.99,3.76,10.46,12.68,7.9,192.92,676.5,5.04,70.69,1.38,13.81,247.0,163.6,10.0,88.21,,9.94,1.78,1.67,2.25,1.1,119.87,7.18,1.62,,6.95,3.98,66.24,,6.85,14.65,56.68,9.65,4.4,106.71,73.44,105.73,13.2,12.19
7-Mar-17,159.0,5549.0,7.12,,,52.3,14.4,72.43,148.99,1245.0,26.37,31.31,12.28,105.15,6.28,1.85,376.0,4.95,3.76,10.48,13.17,7.95,192.91,677.5,5.0,72.3,1.54,14.86,248.57,165.88,10.0,89.0,,9.98,1.78,1.69,1.93,1.1,122.0,7.5,1.56,,7.15,3.94,67.02,,7.24,14.75,56.83,9.99,4.44,108.36,72.64,105.64,13.5,12.29
6-Mar-17,160.0,5527.55,7.18,,,51.85,14.98,72.35,149.19,1248.0,26.29,31.76,12.3,107.36,6.3,2.2,373.75,5.02,3.8,10.45,13.26,8.15,193.95,683.0,5.05,73.1,1.53,14.48,245.25,164.2,10.0,89.29,,10.01,1.79,1.69,1.85,1.15,122.93,7.67,1.64,,7.35,3.81,67.98,,7.74,14.85,57.56,10.18,4.54,109.43,73.14,106.1,13.65,12.96
3-Mar-17,161.0,5558.41,7.11,,,52.6,15.43,72.01,149.18,1240.0,26.88,31.65,12.76,106.85,6.34,2.2,378.5,5.01,3.94,10.47,13.56,8.1,194.35,691.5,5.03,73.92,1.55,14.44,243.0,161.32,10.0,89.5,,10.11,1.84,1.73,1.85,1.1,122.4,7.7,1.54,,7.65,3.85,68.41,,8.1,14.7,58.86,10.11,4.67,109.02,75.59,105.93,13.4,13.02
2-Mar-17,162.0,5575.0,7.0,,,53.5,15.79,70.94,147.28,1240.0,26.76,31.49,12.54,105.53,6.14,2.4,382.0,5.0,3.86,10.12,14.07,8.15,194.71,689.0,5.01,73.73,1.51,14.26,244.5,156.15,10.0,89.48,,9.94,1.89,1.7,1.85,1.1,121.77,7.65,1.51,,7.5,3.85,69.08,,8.13,14.75,57.57,9.88,4.63,109.05,73.28,105.95,13.9,13.0
1-Mar-17,163.0,5488.59,7.3,,,54.35,16.03,71.1,148.33,1240.0,27.91,33.13,12.56,107.07,6.16,2.35,382.25,4.94,3.99,9.98,14.43,8.15,197.42,686.0,4.97,75.44,1.53,14.9,240.0,162.77,10.0,90.38,,10.23,1.9,1.76,1.85,1.15,123.35,7.7,1.5,,7.9,3.9,71.65,,8.0,15.15,58.88,10.05,4.68,110.11,75.39,106.87,13.15,13.1
28-Feb-17,164.0,5432.0,7.76,,,53.45,15.71,69.77,147.48,1234.0,27.62,32.63,12.12,106.49,6.11,2.4,372.25,4.63,3.82,9.42,13.78,8.1,192.98,675.5,4.88,74.14,1.52,13.87,240.05,158.32,10.0,88.63,,10.12,1.84,1.69,1.74,1.15,121.03,7.54,1.41,,7.4,3.85,68.85,,7.84,14.75,57.8,9.82,4.63,107.94,74.09,105.76,12.95,12.89
27-Feb-17,165.0,5376.53,7.71,,,52.6,16.22,71.03,148.6,1210.0,27.56,32.44,11.86,106.1,6.27,2.5,365.0,4.67,3.77,9.62,14.44,8.15,194.37,678.5,4.69,74.7,1.53,14.1,239.88,157.62,10.0,88.42,,10.07,1.86,1.72,1.8,1.25,121.12,7.56,1.38,,7.4,3.99,70.37,,7.82,14.65,58.43,9.95,4.62,107.5,75.28,106.73,12.9,14.57
24-Feb-17,166.0,5263.41,7.71,,,52.0,15.99,70.47,148.11,1210.0,28.21,33.18,11.73,105.41,6.12,2.55,367.5,4.75,3.62,9.45,14.0,8.0,193.11,677.0,4.67,74.31,1.47,13.56,239.38,156.12,10.0,88.33,,10.07,1.87,1.79,1.83,1.25,120.08,7.35,1.34,,7.55,4.12,69.97,,7.78,14.55,58.54,9.92,4.66,107.74,75.08,106.18,12.8,14.15
23-Feb-17,167.0,5276.0,7.76,,,51.3,16.81,71.19,149.96,1210.0,27.4,32.8,11.5,107.29,6.07,2.5,372.75,4.79,3.75,9.67,14.48,8.05,191.18,669.0,4.8,73.65,1.47,14.4,244.69,154.81,10.0,87.41,,10.32,1.9,1.93,1.91,2.05,120.03,7.32,1.37,,7.85,4.31,70.26,,7.63,14.6,57.26,10.44,4.74,106.7,74.56,105.09,13.0,14.11
22-Feb-17,168.0,5355.43,7.85,,,51.45,16.62,72.17,152.74,1210.0,27.49,32.56,12.15,107.2,6.01,2.6,371.5,4.87,3.82,9.79,14.51,8.2,193.83,663.5,4.86,75.24,1.49,14.66,240.82,156.55,10.0,87.7,,10.42,1.87,1.87,1.94,2.1,122.32,7.39,1.35,,7.9,4.28,70.33,,7.83,14.65,57.91,10.88,4.79,108.87,75.43,105.62,13.65,14.42
21-Feb-17,169.0,5290.87,7.7,,,51.9,17.08,71.96,152.25,1199.8,26.88,32.48,12.82,105.39,6.11,2.7,380.25,4.86,4.13,10.06,14.61,8.25,195.36,665.0,4.91,75.63,1.54,13.84,239.9,159.31,10.0,87.66,,10.41,1.89,2.04,1.98,2.1,123.53,7.37,1.35,,7.9,4.29,71.24,,8.11,14.7,57.86,11.07,4.86,109.67,75.41,107.72,13.95,14.23
17-Feb-17,170.0,5228.11,7.78,,,52.75,17.06,71.66,149.67,1199.8,26.98,31.54,13.64,103.41,6.05,2.65,383.75,4.79,3.74,9.36,14.8,8.2,193.7,666.0,4.91,75.39,1.52,14.28,239.39,157.05,10.75,86.89,,10.39,1.88,1.9,1.86,2.5,122.78,7.25,1.3,,7.05,4.3,70.53,,8.16,14.55,57.32,10.17,4.78,109.82,75.96,106.9,14.35,14.01
16-Feb-17,171.0,5239.0,7.7,,,52.95,17.25,71.56,150.95,1220.0,27.37,31.84,14.49,104.93,6.05,2.65,382.75,4.76,3.79,9.36,14.75,8.1,193.35,664.0,4.95,75.8,1.39,13.1,239.39,153.96,10.75,86.85,,10.45,1.9,1.87,1.86,2.35,122.93,7.13,1.25,,6.85,4.18,71.3,,7.85,14.65,56.34,10.23,4.72,109.39,75.67,107.22,14.5,13.99
15-Feb-17,172.0,5227.26,7.78,,,53.25,17.86,71.49,151.62,1215.0,26.93,30.82,14.75,98.82,6.15,2.6,381.75,4.79,3.87,9.67,15.14,8.0,194.67,664.0,4.99,75.37,1.37,12.66,239.74,153.13,10.75,86.75,,10.27,1.85,1.87,1.91,2.3,122.71,7.12,1.32,,7.4,4.4,73.01,,8.38,14.85,57.29,10.62,4.76,109.78,75.75,109.02,14.6,14.27
14-Feb-17,173.0,5256.04,7.7,,,53.4,18.04,71.53,150.16,1215.0,26.94,30.72,14.47,99.39,6.09,2.6,370.75,4.87,3.8,9.78,15.06,8.0,192.46,653.0,5.01,74.51,1.36,11.8,237.85,153.98,10.75,86.42,,10.05,1.85,2.03,2.04,2.35,122.49,7.12,1.37,,7.55,4.47,74.2,,8.08,15.0,55.31,10.59,4.82,109.16,73.74,108.99,14.5,13.08
13-Feb-17,174.0,5178.52,7.78,,,53.4,17.64,71.48,149.88,1215.0,27.06,30.44,14.65,103.43,6.02,2.62,370.75,4.9,3.95,9.76,14.92,8.1,192.57,657.5,5.05,74.44,1.41,11.39,233.5,155.09,10.75,86.67,,10.06,1.85,2.0,1.77,2.45,122.21,6.96,1.36,,7.55,3.96,73.95,,7.7,14.9,55.73,10.25,4.75,108.32,73.84,108.5,14.45,13.04
10-Feb-17,175.0,5180.52,7.7,,,52.45,17.54,70.54,147.88,1189.5,26.97,30.01,14.87,98.06,5.58,2.6,375.0,4.92,3.95,9.77,14.81,8.05,190.86,676.5,5.11,74.19,1.35,11.14,234.82,156.85,10.75,85.8,,9.98,1.84,1.9,1.67,2.45,121.12,7.03,1.45,,7.25,3.58,73.51,,7.32,14.75,54.71,10.13,4.77,107.87,72.6,107.34,14.8,12.41
